,"The Givers' Guide is a Project Created and Coordinated by Frayde Yudkowsky, LSW, LMSW, CTP. The Givers' Guide is a constant work in progress. Please email any corrections, additions or changes to Hello@GiversGuide.org",,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doona Car Seat Gemach - Monsey,Gemach,"Monsey, NY",NY,(845) 445-7474,,,,,If you need a doona for any medical reason or for any other reason for a short period of time.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-car-seat-gemach,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Eim Leah ,Respite After Birth ,"Lakewood, NJ ","Lakewood, NJ ",(732) 851-1302,,(732) 851-1315,,info@eimleah.org,"""Mothering Mothers"" provides respite for Lakewood women after birth, providing a weekly care package consisting of babysitting, cleaning help, hot suppers, lunches and layette. To apply: https://app.eimleah.org/apply",,https://eimleah.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Bloom,Social work,"87 Penn Street, Brooklyn NY, 11249, USA",NY,(347) 645-2214,(929) 503-4583,,Feiga Weinstock,Fweinlcsw@gmail.com,"I provide social work services supporting children and adults with various challenges.
 Treating 
• Anxiety
• PTSD
• Depression
• Social skills training
Methods
• DBT
• EMDR
• IFS
• Somatic Intervention
Modalities
• Individual
• family ",,https://care.headway.co/providers/feiga-weinstock?utm_source=pem&utm_medium=direct_link&utm_campaign=126747,,,,,Updated: Sept 1st 2025        Change will happen regardless; you might as well be in control of what and how you change.,"Sliding Scale, Various insurance. Please call to verify",,,,,,,,,,,,,,,,,,,,
Formula Gemach - Monsey,Formula Gemach,"Monsey, NY",NY,(347) 267-3640,,,,,"This Gemach is Offering Baby Formula
",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/formula-gemach-monsey,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Gitty Freund,Package of Baby Clothing,Prospect square,,(718) 419-6445,,,,,"Layettes for boys,  beautiful package.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jbaby Atlanta,Newborn Support,,"Atlanta, GA",,,,,Jbaby@jewishatlanta.org,"Support for expectant and newborn parents. Connecting new families to each other, to specialists for advice, and Jewish community resources about family friendly programs, events, and activities in the area.",,https://jewishatlanta.org/what-we-do/our-initiatives/jbaby/,,,,,,,,,,,,,,,,,,,,,,,,,,
Keren Mordechai,Newborn Support,,PA,(267) 667-5343 call or text,(718) 812- 3921,,,,"Text on Whatsapp or call to request a package for someone in need. Items include: Footies, undershirts', bibs, swaddles, hats, burp clothes, pacifier clips and more",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimpatorin Aid - Prenatal and Postpartum Support,Newborn Support,"1324 50th Street Brooklyn, NY 11219 NY",Brooklyn,(718) 483-8400,(718) 483-8411,,Rebbetzin Sarah Unger,info@kimpatorinaid.org,"Crisis intervention for Postpartum Depression, housekeeping, baby nurses, baby furniture, fresh meals, convalescent home and emotional support. 

Accepting donations and volunteers",,https://www.kimpatorinaid.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Devorah Layett Gemach,Package of Baby Clothing,"Monsey, NY","Monsey, NY",(845) 213-3646,,,,,This Gemach is offering Layettes for babies in Monsey.,,https://www.chesedmatch.org/new-york/monsey/chesed-categories/lev-devorah-layett-gemach,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Lev Rochel Bikur Cholim,Food,,NJ,(732) 905-3020,,,,,"For all food programs, please call
732-905-3020- for anyone, up to two weeks of suppers, until baby is one month old.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maternity Gemach - Monsey,Maternity Clothes Gemach,"Monsey, NY","Monsey, NY",(845) 445-9687,,,,,"Maternity Gemach offering weekday and Shabbat clothing, various sizes.",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/maternity-gemach-monsey,,,,,Entered on Feb 3rd 2025,,,,,,,,,,,,,,,,,,,,,
Monsey Pidyon HaBen Gemach,Bris Gemach,"Monsey, NY","Monsey, NY",(845) 426-1681,,,,,"This Gemach is offering items for Pidyon HaBen in Monsey.
",,https://www.chesedmatch.org/new-york/monsey/chesed-categories/monsey-pidyon-haben-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
N'shei Chayil,Food,"Brooklyn, New York, 11219",Brooklyn,(718) 964-8057,,,,,"N'shei Chayil provides supper for Kimpeturin in their own homes at a minimal fee. Suppers are delivered Monday-Thursday. If you leave a voicemail, please leave your name, how many people will require food & your phone number.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACK 'N' PLAY Gemach - Monsey,Kids Gemach,"Monsey, NY","Monsey, NY",(845) 216-4885,,,,tova222@gmail.com,"This Gemach is offering new Pack n Plays in Monsey
",,chesedmatch.org/new-york/monsey-spring-valley/chesed-categories/pack-n-play-gemach-monsey#,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Private Practice,Private practice,"87 Penn St., Brooklyn, NY 11249",Williamsburg,3476452214.0,3476452214.0,no fax,Self,fweinlcsw@gmail.com,"I take insurance in private practice for social work services.  My passion is for parenting, self growth, relationships and post traumatic intervention.",,https://care.headway.co/providers/feiga-weinstock?utm_source=pem&utm_medium=direct_link&utm_campaign=126747,N/A,N/A,N/A,https://www.linkedin.com/in/feigy-weinstock-7776191b6/,Change will happen regardless; you might as well be in control of what and how you change.,,,,,,,,,,,,,,,,,,,,,
Project IMA of Yad Rachel Helpline,Perinatal and Postpartum Support,,NJ,(732) 364-4462 Helpline,(732) 987-9343  Office,,,imahelpline@yadrachelnj.org,"A source of support and care for women and their families experiencing prenatal and postpartum mood disorders. Helpline Hours Monday – Thursday 10 AM – 1 PM, 8 PM – 10 PM",,yadrachelnj.org,,,,,,,,,,,,,,,,,,,,,,,,,,
Reimagined,Baby Layette,"Lakewood, NJ",Lakewood ,"(908) 910-2926 
(text)","(718) 864-8013 
WhatsApp for donations",,,,"A curated selection of beautiful, current style and gently Kused baby layette for the new baby, for mothers who live in the Lakewood area. We welcome mothers to reach out for a baby package for their new baby, up until their baby is 8 weeks old.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russi Stroh,Package of Baby Clothing,,Ridge area,(718) 864-8013,(908) 910-2926,,,,"Ridge area some lightly / used some new. Baby up to 8 weeks, leave outside the house, confidential, they dont need to see anyone, text what you need and they leave it outside the house.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shana Walden for Multiples,Package of Baby Clothing,,Toms river,(732) 691-2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shalom Zachor,Gemach,,NJ,(732) 364-8417 Beer and Arbis,(732) 9012193 Cake Platters,,,,"Beer Between 10-15 bottles of beer, one can arbis. They leave it outside, 7th street area. Cake platters -sarala wosner - 7329012193 ( morah till 2 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shifra U'Puah Crown Heights Prenatal, New Mother and Family Crown Height",Newborn Support,,NY Crown Heights,(917) 753-1148,(718) 755-9870,,,shifraupuahny@gmail.com,"Offers assistance for women with a new baby. Services include breakfasts, Shabbos meals, cake for Shabbos, help in the home, assistance in the evening, babysitting services, professional training, a listening ear, doula services, support groups, care packages, maternity homes, and vacation for mothers.


Mothers of Crown Heights Prenatal and Postpartum Support Brooklyn NY Crown Heights, NY Mushka and Chaim Leiter Providing services for expecting moms, kimpatorin, nursing moms, health, gemachs, Miriam's Center and kids indoor play spaces. In memory of Mrs. Miriam Friedman.",,"https://www.mothersofcrownheights.com, https://shifrapuahmonsey.com/",https://www.facebook.com/MothersofCrownHeights.org/,,,,,,,,,,,,,,,,,,,,,,,,,
Shifra Puah of Monsey,Newborn Support,,Monsey,,,,Karen Schild,,"Shifra Puah ensures that new mothers are taken care of. Provides a full range of services, including meals, financial stipends, cleaning help, baby nurses, and stays in kimpeturin convalescent homes.",,https://shifrapuahmonsey.com/,https://www.facebook.com/shifrapuahmonsey,https://www.instagram.com/shifrapuahmonsey/,,,,,,,,,,,,,,,,,,,,,,,,
Shifra & Puah / Meal Trains for New Moms - Florida,Newborn Support,"6700 NW 44th Street Lauderhill, FL 33319",FL,(305) 632-4636,,,Hindy Baram and Mattie Schurder,,"Here at the Synagogue of Inverrary Chabad we have BH alot of young families and babies are always a joy for this community.

When women have babies in our communiy , Our Shifra & Puah organization steps in for the family, We provide meals and whatever else is needed.

Our Shifra & Puah organization also steps in if there is a medical situation and help is needed.",,https://www.chabadftlauderdale.com/templates/articlecco_cdo/aid/2620272/jewish/Shifra-Puah-Meal-Trains-for-New-Moms.htm,,,x.com/intent/post?text=Shifra%20%26%20Puah%20%2F%20Meal%20Trains%20for%20New%20Moms%20-%20ChabadFtLauderdale.com&url=https%3A%2F%2Fwww.chabadftlauderdale.com%2Ftemplates%2Farticlecco_cdo%2Faid%2F2620272%2Fjewish%2FShifra-Puah-Meal-Trains-for-New-Moms.htm%23utm_medium%3Dpage_tools%26utm_content%3Ddesktop%26utm_source%3Dtwitter&via=Chabad,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Shifrah,Guidance and Support for Hyperemesis  Gravidarum,,"NY, USA",(845) 202-2158,,,Mrs. Shayna Safran,info@shifrah.org,"Shifrah provides guidance and support to women suffering from hyperemesis gravidarum (HG). HG can cause severe physical suffering and dangerous complications, as well as emotional isolation and trauma, much of which is preventable.",,https://shifrah.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
Soralas Baby Gemach,Baby Supplies Gemach,"Brooklyn, Flatbush, Cedarhurst,  Montreal, Baltimore, Detroit, Toronto","USA, Canada, Jerusalem",(347) 201-2229,(347) 788-0724,,,soralasbabygemach@gmail.com,"The gemach provides a wide variety of baby-related items for short-term loan. These items include nursing pumps, digital baby scales, car seats, pack ’n plays, strollers, swings, and more. These loans are at no charge, although a refundable deposit is required.

Brooklyn Gemach hours are Sunday morning from 930 am to 1030 am and Wednesday evenings from 830 pm to 930 pm.  
No appointment necessary. 
We do not reserve or put away items. 
We are located in Flatbush at 1546 East 34th Street between Avenue N and Avenue P (enter from Avenue P). 
We accept donations of brand new items only. 
We require a small deposit when you take an item. This deposit  is  fully refundable when you return the item after 6 weeks. 
If you have any questions, please feel free to leave a message and someone will respond to your email or voice message.",,soralasbabygemach.com,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Sound System Gemach,Simcha Gemach,"Monsey, NY","Monsey, NY",(917) 382-8809,,,,,"This Gemach is offering speakers, mikes, mixers and cables.
",,chesedmatch.org/new-york/monsey/chesed-categories/sound-system-gemach,,,,,entered on Feb 24th,,,,,,,,,,,,,,,,,,,,,
Sparks Center Helpline,Helpline,,USA,(718) 277-2752,,,Esther Kenigsberg,Mail@sparkscenter.org,SPARKS offers a confidential helpline for anyone to call when they are in need of help. Our helpline operators are trained professionals who will always resonate with the caller. They will take some notes and start the healing process.,,https://www.sparkscenter.org/services,https://www.facebook.com/SparksWomensHealth,https://www.instagram.com/sparkswomen/,,,,,,,,,,,,,,,,,,,,,,,,
South Florida Baby Gemach,Baby Essentials,South Florida,South Florida,(917) 359-5818,,,Orit Sabo,,Qualifying moms receive a box filled with new baby essentials,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tikvaseinu,Prenatal and Postpartum Support,,NY,(845) 827-9009,,,Rabbi Chaim Schabes,office@tikvaseinu.org,"Provides critical resources and support to women struggling with prenatal and postpartum mood and anxiety disorders.  Case managers and helpline available. Helpline Hours: Monday, Wednesday and Thursday: 10am-1pm and 8-10",,https://tikvaseinu.org/,,https://www.instagram.com/tikvaseinu,,,,,,,,,,,,,,,,,,,,,,,,
BEHAVIORAL HEALTH CLINICS AND SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Achieve Behavioral Health,Behavioral Health Clinic incl. Support Groups and Inpatient for Women,"Airmont: 404 Route 59 Airmont, NY 10952; Monsey: 25 Robert Pitt Drive, Suite 101 Monsey, NY 10952; Monroe: 845 Route 17M Monroe, NY 10950; Pamona: 950 Route 45 Pomona, NY 10970",NY/NJ,"(845) 425-5252   Support Groups ext 710, Outpatient Clinic ext 470",,,Dr. Isaac Schechter Ph.D. and Dr. Sara Markowitz Ph.D.,info@achievebh.org                Outpatient: smarkowitz@achievebh.org,"Clinical services, community education, professional training, school-based counseling, and research program in psychology, religion and the religious community. Women's and Men's groups covering topics such as Navigating Parenting, Relationships and bedtime. Using somatic approaches, DBT skills and effective techniques.  A comprehensive team approach with proven success utilizing DBT, CBT, Psychiatry, Family, Group and Individual therapies. Ten week program, telehealth and in-person.  At home care management, peer and social support, health monitoring, psychosocial rehabilitation.",,achievebh.org ,,,,linkedin.com/company/achieve-behavioral-health ,A division of Bikur Cholim.,,,,,,,,,,,,,,,,,,,,,
Advenium,Behavioral Health Groups,"100 Route 59 Suffern, NY 10901; 1333 60th Street Brooklyn, NY 11219",NY/NJ,Monsey:                                     (845) 697-0000,Brooklyn:                                 (718) 304-0900,,"Dr. Jacob Jacoby, MD, PhD - Medical Director, Goldie Unger, LCSW - Clinical Director, Monsey and Malky Shaulson, LCSW - Clinical Director, Brooklyn",info@advenium.com,"A therapy provider harnessing the power of group interaction and therapies for a results-oriented treatment path. Children, teens, adults, and the elderly. Nutrition Therapy, Equine Therapy, Yoga, Emotions, Art Therapy, Somatic Therapy, Dance Movement Therapy, Parenting Therapy, Music Therapy, Social Skills Group etc. ",,advenium.com ,,instagram.com/adveniumtherapy,,,"Most insurances accepted. Sessions available on Sundays, Fridays, and Evenings. Transportation available. ",,,,,,,,,,,,,,,,,,,,,
Aliza Schulman,Group and Therapy Practice,Virtual,USA and Israel,5165240464.0,533814383.0,0.0,Self,schulmanaliza@gmail.com,Ongoing groups for woman who married to men who experience ( same sex attraction) and for woman who have husbands who utilize pornography,,Www.alizaschulman.com,Aliza Schulman,Aliza Schulman,0.0,Aliza Schulman,Ongoing Group for woman who have partners experience who SSA and for woman who have partners who watch pornography,,,,,,,,,,,,,,,,,,,,,
Alley Valley,Behavioral Health Clinic,"290 West Route 59 Spring Valley, NY 10977",NY,(845) 351-0300,,,,info@alleyvalley.com,"Behavioral Health Center for children, adolescents and adults; individual therapy, group therapy, couples therapy, play therapy, hypnotherapy, EMDR therapy, psychiatry and more. Yiddish speaking staff. ",,alleyvalley.com,,,,,Most insurances accepted. ,,,,,,,,,,,,,,,,,,,,,
Arbor Intensives,Intensive Outpatient Program,"Brooklyn, NY (Boro Park) ",NY,(718) 305-7710,,,"Dr. Binyamin Tepfer, PhD, CSAT",info@arborintensives.com,"90-day intensive outpatient program, 3 hours daily for trauma, addictions and emotional health. Integrating skills-based and experiential modalities. Separate tracks for men and women. Collaborative treatment team. Self-pay. ",,arborintensives.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspire Psychological Group,Psychology Services,546 NJ 17 UPPER SADDLE RIVER NJ,Monsey Teaneck Passaic,(201) 639-4669,(201) 639-4669,,Dr Aryeh Berlin,office@weallaspire.com,We provide individualized evidence based care in a warm collaborative environment for children struggling with anxiety.,,Weallaspire.com,https://www.facebook.com/AspirePsychologicalGroup,https://www.instagram.com/therapyreelbytes/,https://twitter.com/WeAllAspire/,https://www.linkedin.com/in/aryeh-alan-berlin-56759528,Updated: Sept 1st 2025,Private pay,,,,,,,,,,,,,,,,,,,,
Beit Tshuvah,Residential Treatment Center,"8831 Venice Boulevard, Los Angeles, CA 90034",USA,(866) 511-0676,,,"Harriet Rossetto, MSW, LCSW",,"A unique community that empowers individuals and families to live meaningful lives through spirituality, psychotherapy, the 12 steps and Jewish teachings. Offering virtual programs. Long-term residential treatment for Substance Abuse Disorder and other destructive behaviors, integrative treatment approach, intervention services, family therapy program, residential/IOP right  action gambling program, alternative sentencing, aftercare/alumni services, vibrant and healing community. For adults 18+.",,btsrecovery.org ,,,,,Insurances accepted.,,,,,,,,,,,,,,,,,,,,,
The Better Center,Group Private Practice/ Therapy Center,680 New Hampshire AVE Lakewood NJ,"Lakewood, Virtual",646-578-8822,732-213-0107,none,"Avrohom Leffler, LCSW",office@thebettercenter.org,Therapy center for accessible and quality care.,,thebettercenter.org,,thebettercenter,,avrohom Leffler,,,,,,,,,,,,,,,,,,,,,,
Bereishis Foundation Inc,non-profit 501(c)(3),10675 chatsworth hwy ellijay ga 30540,United States,(706) 502 7455,(706) 502 7455,(706) 502 7455,Azriel Boymelgreen,bereishisfoundation@hotmail.com,Bereishis Foundation helps families pay for therapy when they can't afford it.,,https://www.bereishisfoundation.org/,,https://www.instagram.com/bereishisfoundation/,,,,,,,,,,,,,,,,,,,,,,,,
Bravercare,Care Management,NY,NY,(718) 705-8293,,,,info@bravercare.org,"Foremely EzraCare. Care plan, ongoing support and resources for those with medical or mental health challenges. Also offering no-cost services. Formerly known as Ezra Care. Affiliate agency, Braverhood.",,bravercare.org ,,,,,,,,,,,,,,,,,,,,,,,,,,
Chazak Care,Mental Health Support for Adolescents and Young Adults,"18 Congress Street, Lakewood, New Jersey 08701, United States","NY, NJ",(732) 664-0418  Phone # and Whatsapp,,,"Raizel Lamm

Under the guidance of Agudah of New Jersey",Chazakcare@gmail.com,"Chazak Care provides exciting care packages for the patient to enjoy either in the hospital if permitted or when they are discharged. As well as visits to patients who are allowed visitors.
This gives the patient a sense of love and support; telling them that they are not alone",,https://chazakcare.org/,https://www.facebook.com/raizel.lamm.5?mibextid=ZbWKwL,https://www.instagram.com/chazak.care?igsh=MTIwZWJubGw1ZDM1Mw==,,,,,,,,,,,,,,,,,,,,,,,,
"CHEMED - The Center For Health Education, Medicine, and Dentistry ",Behavioral Health Clinic,"1771 Madison Avenue Lakewood, NJ 08701",NJ,"(732) 364-6666
(732) 364-2144",Behavioural Health Assessment Department: (732) 534-8067 ext. 5567,,"Goldy Jaroslawicz, LCSW ",info@chemedhealth.org,"Services are provided by psychologists, social workers and psychiatric nurse practitioner and include services for children, adolescents and adults. Individual, couples, family and group therapy, support groups, psychiatric evaluations, clarify diagnosis and treatment recommendations Assessments are conducted by Dr. Glen Hirsch, M.D. in conjunction with NYU Langone Medical Center. Also providing internal medicine, pediatric care, dentistry, behavioural health, pharmacy lab, specialty care, women's health, radiology, geriatrics and fast track.",,chemedhealth.org/dep-behavioral ,facebook.com/pages/Chemed-Health,instagram.com/chemedhealth,,linkedin.com/company/center-for-health-education-medicine-and-dentistry ,"Accepts Medicaid and most private insurance plans, state insurance and most commercial plans.",,,,,,,,,,,,,,,,,,,,,
Chester Neuropsychology,Neuropsychology Private Practice,"7023 Jellico Ave, Van Nuys CA 91406",Los Angeles,310-218-5001,Na,Na,Dr. Adam Chester,drchester@chesterneuropsych.com,Neuropsychological Assessment & Psychological Services,,Www.chesterNeuropsych.com,NA,NA,NA,https://www.linkedin.com/company/chester-neuropsychology/,"Lifespan - pediatric, adult, & geriatric services",,,,,,,,,,,,,,,,,,,,,
Counterforce ,Behavioral Health Services,"813 Quentin Road Brooklyn, NY 11223",NY,(718) 787-4412,,,"Moshe Wangrofsky, LCSW, ACSW ",info@cntrfrc.org ,"Family therapy, in-school counseling, outreach and mentoring, school placement and dropout prevention, remediation and tutoring, psycho-educational evaluations, parent training, teacher training, step parents workshops and kallah teachers workshops. ",,counterforce.services ,,,,,,,,,,,,,,,,,,,,,,,,,,
CounterForce Helpline,Helpline ,813 Quentin Rd. Brooklyn NY 11223-2251,,(718) 787-4412,,(718) 787-4418,Sterna Lerman LCSW Susan Lamm LCSW,info@cntrfrc.org,"Parenting custtomized. Counterforce, an affiliate of Torah Umesorah. Parenting helpline.
Confidential 45 minutes phone conversation. Highly experienced licensed therapists
understanding your family dynamics.",,https://www.counterforce.services/contact.html,,,,,,,,,,,,,,,,,,,,,,,,,,
DAAS Wellness Center,Behavioral Health Clinic,"295 West Route 59 Spring Valley, NY 10977 and 11 Harmony Road Spring Valley, NY 10977 ",NY/NJ,(845) 533-DAAS (3227),24-Hour Emergency Hotline: (845) 533-2747,,"Pinny Brecher, LCSW, CASAC",info@daaswellness.com ,"Outpatient mental health clinic. Yiddish and English speaking providers. Individual therapy for youth and adults, psychotherapy program, addiction counseling, medication management, school services, family therapy and marital therapy . Group therapy for youth and adults: Social Skills, Parenting, Codependency, art, dance, DBT and more.  ",,daaswellness.com ,,,,,Most insurances accepted. ,,,,,,,,,,,,,,,,,,,,,
Discover Therapy,Private practice,"Ramat Hagolan Street, Ramat Eshkol, Jerusalem, Israel",Greater Jerusalem,972527669832.0,none,none,Chaya Primack,chaya@discovertherapy.org.il,"Children/adolescents - Treatment for anxiety, emotional dysregulation, behavioral issues, trauma, sexual abuse, divorce, attachment/developmental disorders, family mental illness - using art, play, and animal tools. Attachment/Mentalization-based models. 
Couples therapy - Attachment-based models ",,none,none,none,none,Chaya Primack,Option for reduced rate with supervisees,,,,,,,,,,,,,,,,,,,,,
Empower Health Center ,Behavioral Health Clinic,"699 Cross Street Lakewood, NJ 08701",NJ,(732) 666-9898,,,"Dr. Yossi Shafer, Ph.D.",office@empowerhealthcenter.net,"Individual, couples and group psychotherapy for children, adolescents and adults. Groups include DBT and Psychodrama groups for men and women. Yiddish and English-speaking therapists. Psychotherapy is also available via phone/video conferencing.",,empowerhealthcenter.net ,,,,linkedin.com/company/empower-health-center ,,,,,,,,,,,,,,,,,,,,,,
Essence Mental Health Network,Therapy,"75 Montebello Rd. Suffern, NY 10970",USA,(845) 523-9600,,,"Yisroel Isaacs, LCSW",groups@essencemh.com,"Holistic approach; initial assessment, consistent counseling and further resources. Located in the beautiful historic Montebello Mansion, our network was created to be a source of serenity away from the stress and chaos of the outside world. Virtual options available too.
Also offering parenting classes for single parents with Rabbi Dani Staum, LMSW.
",,essencemh.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment,Residential Treatment Centers,"300 N. Pacific Coast Hwy, Suite 2060, El Segundo, CA 90245",USA,(866) 204-9519,,,,,"Exceptional Teen Mental Health Treatment and Rehab Centers in Los Angeles, Southern CA, & the Bay Area. Intensive outpatient programs, virtual outpatient, family therapy, DBT programs,  PHP/day treatment, residential treatment and detox programs. For ages 12-17.",,evolvetreatment.com ,facebook.com/Evolvetreatment ,instagram.com/evolvetreatment/,twitter.com/evolvetreatment,linkedin.com/company/evolve-treatment-centers,Insurances accepted.,,,,,,,,,,,,,,,,,,,,,
Ezra Medical Center ,Behavioral Health Clinic,"Brooklyn, NY (Boro Park) ",NY ,(718) 741-7100,,,Dr. Eric Pollack,,"Therapy for children, adolescents, adults, couples and families for personal growth, anger management, depression, postpartum depression, peer and social pressures, parenting, family and relationship conflicts, anxiety, fears, phobias, loss, grief, trauma and life crisis.",,ezramedical.org/behavioral-health ,facebook.com/ezramedicalcenter/,instagram.com/ezramedical/,twitter.com/medicalezra,linkedin.com/company/ezra-medical-center ,,,,,,,,,,,,,,,,,,,,,,
Ezras Choilim Health Center,Behavioral Health Clinic,"49 Forest Road Monroe, NY 10950",NY,(845) 782-3242 Ext. 6,,,"Malkie Schick, LCSW",,Our team of highly-skilled and culturally-sensitive psychiatrists and social workers cater to those in our community experiencing mental health challenges. ,,echckj.org/service/behavioral-health ,facebook.com/pages/category/Family-Medicine-Practice/Ezras-Choilim-Health-Center,,,linkedin.com/company/ezras-choilim-health-center ,,,,,,,,,,,,,,,,,,,,,,
Family Enhancement,Intensive In-Community Counseling,"258 Main Avenue Passaic, NJ 07055",NJ,(201) 614-4004,,,"Naftoli Walfish, LCSW ",info@familyenhancementllc.com ,"Children ages 5-21. Short-term, solution focused intervention for at-risk children and their families. In home or in a community location. Through the Children's System of Care in NJ. ",,familyenhancementllc.com ,,,,linkedin.com/company/family-enhancement-llc ,,,,,,,,,,,,,,,,,,,,,,
Five Towns Marriage Initiative,Subsidized Therapy,"222 Rockaway Tpke, Ste 1, Cedarhurst, NY, United States, New York",,(516) 430-5280,,,,info@fivetmi.com,Resources And Ideas For Marital Harmony. Referrals to local therapists - subsidized and fixed price.,,,https://www.facebook.com/p/Five-Towns-Marriage-Initiative-100063668815727/,,,,,,,,,,,,,,,,,,,,,,,,,
Informed Behavioral Health,Consulting practice,"38 Lisa Court, Lakewood, NJ 08701",Virtual-International,7326913261.0,N/A,N/A,"Devora Follman, LCSW",Devora@informedbh.com,"Personalized consultations for higher level of care,
program referrals, case management support, discharge recommendations, outpatient care coordination ",,Www.informedbh.com,N/A,N/A,N/A,N/A,Consultations can be booked directly on website,,,,,,,,,,,,,,,,,,,,,
Integrated Health,Mental health csre management,58 route 59 suite 101 monsey ny,Rockland and orange county,8455030200.0,8455031111.0,8455030200.0,Tzippora Sherman LMHC,Tsherman@integratedhealthrc.org,Providing care management for adults with mental health dx and/or chronic medical conditions,,Na,Na,Na,Na,Na,"Only works with people with medicaid. Connect clients to community resources, government programs, jobs, mental health providers, advocacy et",,,,,,,,,,,,,,,,,,,,,
Integrated Therapy Group,Behavioral Health Clinic,"22 Echo Rd. Airmont, NY 10952","Monsey, Airmont, Kiryas Yoel and surrounding areas",(845) 376-0170,,,"Zelda Treiger, M.S. CCC-SLP, LMT",integratedtherapygroup@gmail.com,"Treating trauma, behavioral challenges, chronic physical issues, women's issues and postpartum issues using Light touch therapy and craniosacral therapy, somatic emotional release, visceral manipulation, reflex integration, lymphatic drainage",,integratedtherapygroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrity Care Services,Mental Health Services,1426-39th street Brooklyn NY 11218 USA EST,"NY, NJ",718-854-1800,,718-854-1809,Joel Follman,joel@integritycare.org,Treatment for Serious mental illness and treatment-resistant disorders,,integritycare.org,,,,,Updated: Sept 1st 2025,,,,,,,,,,,,,,,,,,,,,
Interborough,Behavioral Health Clinic,"Canarsie: 9413 Flatlands Avenue Brooklyn, NY 11236  Coney Island: 2846 Stillwell Avenue Brooklyn, NY 11224 Crown Heights: 921 East New York Avenue Brooklyn, NY 11203 Flatbush: 1623 Kings Highway Brooklyn, NY 11229 Williamsburg: 790 Broadway Brooklyn, NY 11211",NY, Canarsie: (718) 272-1600   Coney Island: (718) 975-4888 Crown Heights: (718) 778-0485 Flatbush: (718) 375-1200 Williamsburg: (718) 388-5175,,,"Crown Heights: Lisette Sanabria, Psy.D  Flatbush: Malkie Akerman, LMHC   Williamsburg: Xochitl Roa, LCSW-R",,"Anger management, trauma treatment, family and children's programs, geriatric mental health care, immigrant program, home and community based services, school based care and programs, psychiatric evaluation, medication monitoring, individual therapy, intensive outpatient program, group therapy, case and care management services, peer support services, and couples counseling. Children and family treatment and support services available for free to NYS Children’s Medicaid or a Medicaid Managed Care Plan. Adult services include home visiting services, HCBS daily living and social skills, including employment and education. Telehealth and and face to face therapy available. Providing refreshments and snacks.",,interborough.org ,,instagram.com/idcchealth,,linkedin.com/company/interborough-developmental-and-consultation-center ,,,,,,,,,,,,,,,,,,,,,,
Jewish Board -  Community Habilitation Services,Community Habilitation,1366 56 St Bklyn 11219,"Brooklyn & Staten Island, NY",718-851-7100 ext: 471204,,,Rimma Reznikova,rreznikova@jbfcs.org,,,https://jewishboard.org/,,,,,"Additional contact: Faye Wilbur, Director of  Home and Community Based Services , Mishkon.  fwilbur@jbfcs.org 718-851-7100 ext: 471211",,,,,,,,,,,,,,,,,,,,,
Jewish Board - DayHabilitation Services,DayHabilitation Services,1358 56 St Brooklyn 11219,Brooklyn,(718) 851-7100,,,David Kornblum,dkornblum@jbfcs.org,,,https://jewishboard.org/,,,,,,,,,,,,,,,,,,,,,,,,,,
